data_publicacao,diario,secao,subsecao1,subsecao2,subsecao3,subsecao4,subsecao5,nome_materia,materia,link_materia_oficial,texto
voluntária por tempo de contribuição.
O PRESIDENTE DO INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO
DO RIO GRANDE DO NORTE - IPERN, no uso da atribuição que lhe é conferida pelo artigo nº 95,
inciso IV, da Lei Complementar Estadual nº 308, de 25 de outubro de 2005, com
redação da Lei Complementar Estadual nº 547, de 18 de agosto de 2015 e tendo em
vista o que consta do Processo nº 03810033.005131/2019-41 - SEEC,
RESOLVE conceder aposentadoria voluntária por tempo de contribuição, com
proventos integrais, a JOSE VAMILSOM PINTO, no cargo de ENGENHEIRO,
Classe """", matrícula nº 44.999-7/1, 40 (quarenta) horas
semanais, do Quadro Geral de Pessoal do Estado - Secretaria de Estado da
Educação, da Cultura, do Esporte e do Lazer - SEEC, nos termos do artigo 6º,
incisos I, II, III, IV e artigo 7º da Emenda Constitucional nº 41/2003, e nos
termos do artigo 87, da Lei Complementar Estadual nº 308/2005, com efeitos na
data da sua publicação, com a(s) seguinte(s) vantagem(s):
Gratificação de Adicional por Tempo de Serviço, no percentual de 35%
(trinta e cinco por cento), de acordo com o artigo 29 § 4º, inciso I, da Constituição
Estadual combinado com o artigo 75, parágrafo único, da Lei Complementar
122/94.
PUBLIQUE-SE.
NEREU BATISTA
LINHARES
Presidente do IPERN
 

RESOLUÇÃO ADMINISTRATIVA Nº 1391, DE 02 DE OUTUBRO DE 2019.
Concede aposentadoria
voluntária por tempo de contribuição.
O PRESIDENTE DO INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO
DO RIO GRANDE DO NORTE - IPERN, no uso da atribuição que lhe é conferida pelo artigo 95, inciso
IV, da Lei Complementar Estadual n° 308, de 25 de outubro de 2005, com redação
da Lei Complementar Estadual n° 547, de 18 de agosto de 2015, e tendo em vista
o que consta do Processo nº 03810033.005146/2019-17 - SEEC,
RESOLVE conceder aposentadoria voluntária por tempo de contribuição, com
proventos integrais, a MARISAURA ALVES ARNAUD, no cargo de PROFESSOR
SUPLEMENTAR P9-C, matrícula nº 102.173-7/1, 30 (trinta) horas
semanais, do Quadro Geral de Pessoal do Estado - Secretaria de Estado da
Educação, da Cultura, do Esporte e do Lazer - SEEC, nos termos do artigo 3º,
incisos I, II e III, parágrafo único da Emenda Constitucional nº 47/2005,
combinado com artigo 88, incisos I, II, III e parágrafo único da Lei
Complementar Estadual 308/2005, com efeitos na data da sua publicação, com a(s)
seguinte(s) vantagem(s):
Adicional por Tempo de Serviço, no percentual de 30% (trinta por
cento),
de acordo com o artigo 29 § 4º, inciso I, da Constituição Estadual combinado
com o artigo 75, parágrafo único, da Lei Complementar 122/94;
Remuneração Pecuniária, na proporção de 1/6 (um sexto), nos termos do
artigo 54 da Lei Complementar 049/86 e suas alterações posteriores,
transformado em valor pecuniário fixado nos termos da Lei Complementar
203/2001.
PUBLIQUE-SE.
NEREU BATISTA LINHARES
Presidente do IPERN
 
 
RESOLUÇÃO
ADMINISTRATIVA Nº 1392, DE 2 DE OUTUBRO DE 2019.
Concede aposentadoria
voluntária por tempo de contribuição.
O PRESIDENTE DO INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO
DO RIO GRANDE DO NORTE - IPERN, no uso da atribuição que lhe é conferida pelo artigo nº 95,
inciso IV, da Lei Complementar Estadual nº 308, de 25 de outubro de 2005, com
redação da Lei Complementar Estadual nº 547, de 18 de agosto de 2015 e tendo em
vista o que consta do Processo nº 03810033.005164/2019-91-SEEC.
RESOLVE conceder aposentadoria voluntária por tempo de contribuição, com
proventos integrais, a NEIRE MAGDA BARBOSA DOS SANTOS, no cargo de AUXILIAR
DE INFRAESTRUTURA (GNO),  NG-I,
NR-11, matrícula nº 80.339-1/1, 40 (quarenta) horas semanais, do
Quadro Geral de Pessoal do Estado - Secretaria de Estado da Educação, da
Cultura, do Esporte e do Lazer - SEEC, nos termos do artigo 6º, incisos I, II,
III, IV e artigo 7º da Emenda Constitucional nº 41/2003, e nos termos do artigo
87, da Lei Complementar Estadual nº 308/2005, com efeitos na data da sua
publicação, com a(s) seguinte(s) vantagem(s):
Gratificação de Adicional por Tempo de Serviço, no percentual de
30% (trinta por cento), de acordo com o artigo 29 § 4º, inciso I, da Constituição
Estadual combinado com o artigo 75, parágrafo único, da Lei Complementar
122/94.
PUBLIQUE-SE.
NEREU BATISTA
LINHARES
Presidente do IPERN
 
 
 
RESOLUÇÃO
ADMINISTRATIVA Nº 1393, DE 2 DE OUTUBRO DE 2019.
Concede aposentadoria
voluntária por tempo de contribuição.
O PRESIDENTE DO INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO
DO RIO GRANDE DO NORTE - IPERN, no uso da atribuição que lhe é conferida pelo artigo 95, inciso
IV, da Lei Complementar Estadual n° 308, de 25 de outubro de 2005, com redação
da Lei Complementar Estadual n° 547, de 18 de agosto de 2015, e tendo em vista
o que consta do Processo nº 03810033.005091/2019-37- SEEC.
RESOLVE conceder aposentadoria voluntária por tempo de contribuição, com
proventos integrais, a JAERCIA MARIA RODRIGUES COSTA DE OLIVEIRA, no
cargo de PROFESSOR, PN-III, Classe ""F"", matrícula nº 39.582-0/1,
30 (trinta) horas semanais, do Quadro Geral de Pessoal do Estado - Secretaria
de Estado da Educação, da Cultura, do Esporte e do Lazer - SEEC, nos termos do
artigo 3º, incisos I, II e III, parágrafo único da Emenda Constitucional nº
47/2005, combinado com artigo 88, incisos I, II, III e parágrafo único da Lei
Complementar Estadual 308/2005, com efeitos na data da sua publicação, com a(s)
seguinte(s) vantagem(s):
Adicional por Tempo de Serviço, no percentual de 35% (trinta e
cinco por cento), de acordo com o artigo 29 § 4º, inciso I, da Constituição
Estadual combinado com o artigo 75, parágrafo único, da Lei Complementar
122/94;
Remuneração Pecuniária, na proporção de 1/6 (um sexto), nos termos do
artigo 54 da Lei Complementar 049/86 e suas alterações posteriores,
transformado em valor pecuniário fixado nos termos da Lei Complementar
203/2001;
Gratificação por Título, no percentual de 15% (quinze por cento), como dispõe o
artigo 61, IV, e 64 da Lei Complementar nº 049/86, transformada em valor
pecuniário, fixado de acordo com o que dispõe o artigo 1º da Lei Complementar
nº 203/2001.
PUBLIQUE-SE.
NEREU BATISTA
LINHARES
Presidente do IPERN
 
 
 
RESOLUÇÃO
ADMINISTRATIVA Nº 1394, DE 2 DE OUTUBRO DE 2019.
Concede aposentadoria
voluntária por tempo de contribuição.
O PRESIDENTE DO INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO
DO RIO GRANDE DO NORTE - IPERN, no uso da atribuição que lhe é conferida pelo artigo nº 95,
inciso IV, da Lei Complementar Estadual nº 308, de 25 de outubro de 2005, com
redação da Lei Complementar Estadual nº 547, de 18 de agosto de 2015 e tendo em
vista o que consta do Processo nº 03810033.005096/2019-60-SEEC.
RESOLVE conceder aposentadoria voluntária por tempo de contribuição, com
proventos integrais, a MARIA DAS GRAÇAS CLAUDINO DE FARIAS, no cargo de AUXILIAR
DE INFRAESTRUTURA (GNO),  NG-I,
NR-10, matrícula nº 103.593-2/1, 40 (quarenta) horas semanais, do
Quadro Geral de Pessoal do Estado - Secretaria de Estado da Educação, da
Cultura, do Esporte e do Lazer - SEEC, nos termos do artigo 6º, incisos I, II,
III, IV e artigo 7º da Emenda Constitucional nº 41/2003,e nos termos do artigo
87, da Lei Complementar Estadual nº 308/2005, com efeitos na data da sua
publicação, com a(s) seguinte(s) vantagem(s):
Gratificação de Adicional por Tempo de Serviço, no percentual de
30% (trinta por cento), de acordo com o artigo 29 § 4º, inciso I, da Constituição
Estadual combinado com o artigo 75, parágrafo único, da Lei Complementar
122/94.
PUBLIQUE-SE.
NEREU BATISTA
LINHARES
Presidente do IPERN
 
 
 
RESOLUÇÃO
ADMINISTRATIVA Nº 1395, DE 2 DE OUTUBRO DE 2019.
Concede aposentadoria
voluntária por tempo de contribuição.
O PRESIDENTE DO INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO
DO RIO GRANDE DO NORTE - IPERN, no uso da atribuição que lhe é conferida pelo artigo nº 95,
inciso IV, da Lei Complementar Estadual nº 308, de 25 de outubro de 2005, com
redação da Lei Complementar Estadual nº 547, de 18 de agosto de 2015 e tendo em
vista o que consta do Processo nº 03810033.004883/2019-94-SEEC.
RESOLVE conceder aposentadoria voluntária por tempo de contribuição, com
proventos integrais, a MARIA DA CONCEIÇÃO COSTA DOS SANTOS, no cargo de AUXILIAR
DE INFRAESTRUTURA (GNO),  NG-I,
NR-11, matrícula nº 82.387-2/1, 40 (quarenta) horas semanais, do
Quadro Geral de Pessoal do Estado - Secretaria de Estado da Educação, da
Cultura, do Esporte e do Lazer - SEEC, nos termos do artigo 6º, incisos I, II,
III, IV e artigo 7º da Emenda Constitucional nº 41/2003, e nos termos do artigo
87, da Lei Complementar Estadual nº 308/2005, com efeitos na data da sua
publicação, com a(s) seguinte(s) vantagem(s):
Gratificação de Adicional por Tempo de Serviço, no percentual de
30% (trinta por cento), de acordo com o artigo 29 § 4º, inciso I, da Constituição
Estadual combinado com o artigo 75, parágrafo único, da Lei Complementar
122/94.
PUBLIQUE-SE.
NEREU BATISTA
LINHARES
Presidente do IPERN
 
 
RESOLUÇÃO
ADMINISTRATIVA Nº 1396, DE 2 DE OUTUBRO DE 2019.
Concede aposentadoria
voluntária por tempo de contribuição.
O PRESIDENTE DO INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO
DO RIO GRANDE DO NORTE - IPERN, no uso da atribuição que lhe é conferida pelo artigo 95, inciso
IV, da Lei Complementar Estadual n° 308, de 25 de outubro de 2005, com redação
da Lei Complementar Estadual n° 547, de 18 de agosto de 2015, e tendo em vista
o que consta do Processo nº 03810033.004884/2019-39-SEEC.
RESOLVE conceder aposentadoria voluntária por tempo de contribuição, com
proventos integrais, a LINDERLEA MOURA DA SILVA FONSÊCA, no cargo de ASSISTENTE
ADMINISTRATIVO (GNM), NG-I, NR-11, matrícula nº 87.391-8/1,
40 (quarenta) horas semanais, do Quadro Geral de Pessoal do Estado - Secretaria
de Estado da Educação, da Cultura, do Esporte e do Lazer - SEEC, nos termos do
artigo 3º, incisos I, II e III, parágrafo único da Emenda Constitucional nº
47/2005, combinado com artigo 88, incisos I, II, III e parágrafo único da Lei
Complementar Estadual 308/2005, com efeitos na data da sua publicação, com a(s)
seguinte(s) vantagem(s):
Adicional por Tempo de Serviço, no percentual de 30% (trinta por
cento),
de acordo com o artigo 29 § 4º, inciso I, da Constituição Estadual combinado
com o artigo 75, parágrafo único, da Lei Complementar 122/94.
PUBLIQUE-SE.
NEREU BATISTA
LINHARES
Presidente do IPERN
 
 
RESOLUÇÃO
ADMINISTRATIVA Nº 1397, DE 02 DE OUTUBRO DE 2019.
Concede aposentadoria
voluntária por tempo de contribuição.
O PRESIDENTE DO INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO
DO RIO GRANDE DO NORTE - IPERN, no uso da atribuição que lhe é conferida pelo artigo nº 95,
inciso IV, da Lei Complementar Estadual nº 308, de 25 de outubro de 2005, com
redação da Lei Complementar Estadual nº 547, de 18 de agosto de 2015 e tendo em
vista o que consta do Processo nº 03810033.004845/2019-31- SEEC.
RESOLVE conceder aposentadoria voluntária por tempo de contribuição, com
proventos integrais, a MARIA CLEIDE SOARES CAVALCANTE, no cargo de PROFESSOR
PN - IV Classe ""H"", matrícula nº 120.235-9/1, 30
(trinta) horas semanais, do Quadro Geral de Pessoal do Estado - Secretaria
de Estado da Educação, da Cultura, do Esporte e do Lazer - SEEC, nos termos do
artigo 6º, incisos I, II, III, IV e artigo 7º da Emenda Constitucional nº
41/2003, com o artigo 40, § 5º da Constituição Federal, com redação dada pela
Emenda Constitucional nº 20, de 15 de dezembro de 1998 e nos termos do artigo
87, da Lei Complementar Estadual nº 308/2005, com efeitos na data da sua
publicação, com a(s) seguinte(s) vantagem(s):
Gratificação de Adicional por Tempo de Serviço, no percentual de
25% (vinte e cinco por cento), de acordo com o artigo 29 § 4º, inciso I, da Constituição
Estadual combinado com o artigo 75, parágrafo único, da Lei Complementar
122/94;
Gratificação por Títulos, no percentual de 15% (quinze por cento), como dispõe o artigo
61, IV, e 64 da Lei Complementar nº 049/86, transformada em valor pecuniário,
fixado de acordo com o que dispõe o artigo 1º da Lei Complementar nº 203/2001.
PUBLIQUE-SE.
NEREU BATISTA
LINHARES
Presidente do IPERN
 
 
 
RESOLUÇÃO
ADMINISTRATIVA Nº 1398, DE 02 DE OUTUBRO DE 2019.
Concede aposentadoria
voluntária por tempo de contribuição.
O PRESIDENTE DO INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO
DO RIO GRANDE DO NORTE - IPERN, no uso da atribuição que lhe é conferida pelo artigo nº 95,
inciso IV, da Lei Complementar Estadual nº 308, de 25 de outubro de 2005, com
redação da Lei Complementar Estadual nº 547, de 18 de agosto de 2015 e tendo em
vista o que consta do Processo nº 03810033.004850/2019-44 - SEEC.
RESOLVE conceder aposentadoria voluntária por tempo de contribuição, com
proventos integrais, a SONIA MARIA SANTIAGO DE BARROS, no cargo de AUXILIAR
DE INFRAESTRUTURA (GNO), Classe NG ""I"" NR ""10"",
matrícula nº 85.999-0/1, 40 (quarenta) horas semanais, do Quadro
Geral de Pessoal do Estado - Secretaria de Estado da Educação, da Cultura, do
Esporte e do Lazer - SEEC, nos termos do artigo 6º, incisos I, II, III, IV e
artigo 7º da Emenda Constitucional nº 41/2003, e nos termos do artigo 87, da
Lei Complementar Estadual nº 308/2005, com efeitos na data da sua publicação,
com a(s) seguinte(s) vantagem(s):
Gratificação de Adicional por Tempo de Serviço, no percentual de
30% (trinta por cento), de acordo com o artigo 29 § 4º, inciso I, da Constituição
Estadual combinado com o artigo 75, parágrafo único, da Lei Complementar
122/94.
PUBLIQUE-SE.
NEREU BATISTA
LINHARES
Presidente do IPERN
 
 

RESOLUÇÃO ADMINISTRATIVA Nº 1399, DE 02 DE OUTUBRO DE 2019.
Concede aposentadoria
voluntária por tempo de contribuição.
O PRESIDENTE DO INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO
DO RIO GRANDE DO NORTE - IPERN, no uso da atribuição que lhe é conferida pelo artigo nº 95,
inciso IV, da Lei Complementar Estadual nº 308, de 25 de outubro de 2005, com
redação da Lei Complementar Estadual nº 547, de 18 de agosto de 2015 e tendo em
vista o que consta do Processo nº 03810033.005115/2019-58 - SEEC,
RESOLVE conceder aposentadoria voluntária por tempo de contribuição, com
proventos integrais, a FRANCISCO DE ASSIS GUIMARAES, no cargo de PROFESSOR
PN - III, Classe ""J"", matrícula nº 38.587-5/1, 30
(trinta) horas semanais, do Quadro Geral de Pessoal do Estado - Secretaria
de Estado da Educação, da Cultura, do Esporte e do Lazer - SEEC, nos termos do
artigo 6º, incisos I, II, III, IV e artigo 7º da Emenda Constitucional nº
41/2003, e nos termos do artigo 87, da Lei Complementar Estadual nº 308/2005,
com efeitos na data da sua publicação, com a(s) seguinte(s) vantagem(s):
Gratificação de Adicional por Tempo de Serviço, no percentual de
35% (trinta e cinco por cento), de acordo com o artigo 29 § 4º, inciso I, da Constituição
Estadual combinado com o artigo 75, parágrafo único, da Lei Complementar
122/94;
Remuneração Pecuniária, na proporção de 1/6 (um sexto), nos termos do
artigo 54 da Lei Complementar 049/86 e suas alterações posteriores,
transformado em valor pecuniário fixado nos termos da Lei Complementar
203/2001;
Gratificação por Títulos, no percentual de 05% (cinco por cento), como dispõe o artigo
61, IV, e 64 da Lei Complementar nº 049/86, transformada em valor pecuniário,
fixado de acordo com o que dispõe o artigo 1º da Lei Complementar nº 203/2001.
PUBLIQUE-SE.
NEREU BATISTA
LINHARES
Presidente do IPERN
 
 
 
 
RESOLUÇÃO
ADMINISTRATIVA Nº 1400, DE 02 DE OUTUBRO DE 2019.
Concede aposentadoria
voluntária por tempo de contribuição.
O PRESIDENTE DO INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO
DO RIO GRANDE DO NORTE - IPERN, no uso da atribuição que lhe é conferida pelo artigo 95, inciso
IV, da Lei Complementar Estadual n° 308, de 25 de outubro de 2005, com redação
da Lei Complementar Estadual n° 547, de 18 de agosto de 2015, e tendo em vista
o que consta do Processo nº 03810033.005089/2019-68 - SEEC,
RESOLVE conceder aposentadoria voluntária por tempo de contribuição, com
proventos integrais, a GILMAR MEDEIROS TRAJANO, no cargo de AUXILIAR
DE INFRAESTRUTURA (GNO), NG I, NR 12, matrícula nº 104.850-3/1,
40 (quarenta) horas semanais, do Quadro Geral de Pessoal do Estado -
Secretaria de Estado da Educação, da Cultura, do Esporte e do Lazer - SEEC, nos
termos do artigo 3º, incisos I, II e III, parágrafo único da Emenda
Constitucional nº 47/2005, combinado com artigo 88, incisos I, II, III e
parágrafo único da Lei Complementar Estadual 308/2005, com efeitos na data da
sua publicação, com a(s) seguinte(s) vantagem(s):
Adicional por Tempo de Serviço, no percentual de 35% (trinta e
cinco por cento), de acordo com o artigo 29 § 4º, inciso I, da Constituição
Estadual combinado com o artigo 75, parágrafo único, da Lei Complementar
122/94.
PUBLIQUE-SE.
NEREU BATISTA
LINHARES
Presidente do IPERN
 
 

RESOLUÇÃO ADMINISTRATIVA Nº 1401, DE 02 DE OUTUBRO DE 2019.
Concede aposentadoria
voluntária por tempo de contribuição.
O PRESIDENTE DO INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO
DO RIO GRANDE DO NORTE - IPERN, no uso da atribuição que lhe é conferida pelo artigo nº 95,
inciso IV, da Lei Complementar Estadual nº 308, de 25 de outubro de 2005, com
redação da Lei Complementar Estadual nº 547, de 18 de agosto de 2015 e tendo em
vista o que consta do Processo nº 03810033.005103/2019-23 - SEEC,
RESOLVE conceder aposentadoria voluntária por tempo de contribuição, com
proventos integrais, a RITA REGINA DE ASSUNCAO SOUZA, no cargo de PROFESSOR
PN - I, Classe ""G"", matrícula nº 87.496-5/1, 30
(trinta) horas semanais, do Quadro Geral de Pessoal do Estado - Secretaria
de Estado da Educação, da Cultura, do Esporte e do Lazer - SEEC, nos termos do
artigo 6º, incisos I, II, III, IV e artigo 7º da Emenda Constitucional nº
41/2003, e nos termos do artigo 87, da Lei Complementar Estadual nº 308/2005,
com efeitos na data da sua publicação, com a(s) seguinte(s) vantagem(s):
Gratificação de Adicional por Tempo de Serviço, no percentual de
30% (trinta por cento), de acordo com o artigo 29 § 4º, inciso I, da Constituição
Estadual combinado com o artigo 75, parágrafo único, da Lei Complementar
122/94;
Remuneração Pecuniária, na proporção de 1/6 (um sexto), nos termos do
artigo 54 da Lei Complementar 049/86 e suas alterações posteriores,
transformado em valor pecuniário fixado nos termos da Lei Complementar
203/2001;
Gratificação por Títulos, no percentual de 15% (quinze por cento), como dispõe o artigo
61, IV, e 64 da Lei Complementar nº 049/86, transformada em valor pecuniário,
fixado de acordo com o que dispõe o artigo 1º da Lei Complementar nº 203/2001.
PUBLIQUE-SE.
NEREU BATISTA
LINHARES
Presidente do IPERN
 
 
RESOLUÇÃO
ADMINISTRATIVA Nº 1402, DE 02 DE OUTUBRO DE 2019.
Concede aposentadoria
voluntária por tempo de contribuição.
O PRESIDENTE DO INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO
DO RIO GRANDE DO NORTE - IPERN, no uso da atribuição que lhe é conferida pelo artigo 95, inciso
IV, da Lei Complementar Estadual n° 308, de 25 de outubro de 2005, com redação
da Lei Complementar Estadual n° 547, de 18 de agosto de 2015, e tendo em vista
o que consta do Processo nº 03810033.005060/2019-86 - SEEC,
RESOLVE conceder aposentadoria voluntária por tempo de contribuição, com
proventos integrais, a JANE NOGUEIRA DA SILVA GOMES, no cargo de PROFESSOR
PN - IV, Classe ""E"", matrícula nº 86.879-5/1, 30
(trinta) horas semanais, do Quadro Geral de Pessoal do Estado - Secretaria
de Estado da Educação, da Cultura, do Esporte e do Lazer - SEEC, nos termos do
artigo 3º, incisos I, II e III, parágrafo único da Emenda Constitucional nº
47/2005, combinado com artigo 88, incisos I, II, III e parágrafo único da Lei
Complementar Estadual 308/2005, com efeitos na data da sua publicação, com a(s)
seguinte(s) vantagem(s):
Adicional por Tempo de Serviço, no percentual de 30% (trinta por
cento),
de acordo com o artigo 29 § 4º, inciso I, da Constituição Estadual combinado
com o artigo 75, parágrafo único, da Lei Complementar 122/94;
Remuneração Pecuniária, na proporção de 1/6 (um sexto), nos termos do
artigo 54 da Lei Complementar 049/86 e suas alterações posteriores,
transformado em valor pecuniário fixado nos termos da Lei Complementar
203/2001;
Gratificação por Título, no percentual de 10% (dez por cento), como dispõe o
artigo 61, IV, e 64 da Lei Complementar nº 049/86, transformada em valor
pecuniário, fixado de acordo com o que dispõe o artigo 1º da Lei Complementar
nº 203/2001,
PUBLIQUE-SE.
NEREU BATISTA
LINHARES
Presidente do IPERN
 

RESOLUÇÃO ADMINISTRATIVA Nº 1403, DE 02 DE OUTUBRO DE 2019.
Concede aposentadoria
voluntária por tempo de contribuição.
O PRESIDENTE DO INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO
DO RIO GRANDE DO NORTE - IPERN, no uso da atribuição que lhe é conferida pelo artigo nº 95,
inciso IV, da Lei Complementar Estadual nº 308, de 25 de outubro de 2005, com
redação da Lei Complementar Estadual nº 547, de 18 de agosto de 2015 e tendo em
vista o que consta do Processo nº 03810033.005046/2019-82 - SEEC,
RESOLVE conceder aposentadoria voluntária por tempo de contribuição, com
proventos integrais, a MARIA MARFISA FERNANDES DANTAS, no cargo de PROFESSOR
PN - III, Classe ""J"", matrícula nº 29.229-0/1, 30
(trinta) horas semanais, do Quadro Geral de Pessoal do Estado - Secretaria
de Estado da Educação, da Cultura, do Esporte e do Lazer - SEEC, nos termos do
artigo 6º, incisos I, II, III, IV e artigo 7º da Emenda Constitucional nº
41/2003, e nos termos do artigo 87, da Lei Complementar Estadual nº 308/2005,
com efeitos na data da sua publicação, com a(s) seguinte(s) vantagem(s):
Gratificação de Adicional por Tempo de Serviço, no percentual de
35% (trinta e cinco por cento), de acordo com o artigo 29 § 4º, inciso I, da Constituição
Estadual combinado com o artigo 75, parágrafo único, da Lei Complementar
122/94;
Remuneração Pecuniária, na proporção de 1/4 (um quarto), nos termos do
artigo 54 da Lei Complementar 049/86 e suas alterações posteriores,
transformado em valor pecuniário fixado nos termos da Lei Complementar
203/2001.
PUBLIQUE-SE.
NEREU BATISTA
LINHARES
Presidente do IPERN
 
 
RESOLUÇÃO
ADMINISTRATIVA Nº 1404, DE 02 DE OUTUBRO DE 2019.
Concede aposentadoria
voluntária por tempo de contribuição.
O PRESIDENTE DO INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO
DO RIO GRANDE DO NORTE - IPERN, no uso da atribuição que lhe é conferida pelo artigo 95, inciso
IV, da Lei Complementar Estadual n° 308, de 25 de outubro de 2005, com redação
da Lei Complementar Estadual n° 547, de 18 de agosto de 2015, e tendo em vista
o que consta do Processo nº 03810033.004798/2019-26 - SEEC.
RESOLVE conceder aposentadoria voluntária por tempo de contribuição, com
proventos integrais, a ZENIA MARIA ALVES PEREIRA AZEVEDO CAMARA, no
cargo de ASSISTENTE ADMINISTRATIVO (GNM), NG I,NR 11 , matrícula
nº 100.445-0/1, 40 (quarenta) horas semanais, do Quadro Geral de
Pessoal do Estado - Secretaria de Estado da Educação, da Cultura, do Esporte e
do Lazer - SEEC, nos termos do artigo 3º, incisos I, II e III, parágrafo único
da Emenda Constitucional nº 47/2005, combinado com artigo 88, incisos I, II,
III e parágrafo único da Lei Complementar Estadual 308/2005, com efeitos na
data da sua publicação, com a(s) seguinte(s) vantagem(s):
Adicional por Tempo de Serviço, no percentual de 30% (trinta por
cento),
de acordo com o artigo 29 § 4º, inciso I, da Constituição Estadual combinado
com o artigo 75, parágrafo único, da Lei Complementar 122/94.
PUBLIQUE-SE.
NEREU BATISTA
LINHARES
Presidente do IPERN
 
 
RESOLUÇÃO
ADMINISTRATIVA Nº 1405, DE 02 DE OUTUBRO DE 2019.
Conceder
aposentadoria especial.
O PRESIDENTE DO INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO
DO RIO GRANDE DO NORTE - IPERN, no uso da atribuição que lhe é conferida pelo artigo 95, inciso
IV, da Lei Complementar Estadual n° 308, de 25 de outubro de 2005, com redação
da Lei Complementar Estadual n° 547, de 18 de agosto de 2015, e tendo em vista
o que consta do Processo nº 03810033.004079/2019-13-SESED.
RESOLVE conceder aposentadoria voluntária, com proventos integrais, a MARCELO
HENRIQUE GOMES DE ARAUJO, no cargo de AGENTE DE POLICIA CIVIL,
Classe ESPECIAL, Nível IV, matrícula nº 152.583-2/1, 40
(quarenta) horas semanais, do Quadro Geral de Pessoal do Estado -
Secretaria de Estado da Segurança Pública e da Defesa Social - SESED,
nos termos do artigo 1º, inciso II, alínea ""a"", da Lei Complementar
Federal nº 51, de 20 de dezembro de 1985, alterada pela Lei Complementar
Federal n° 144, de 15 de maio de 2014, combinado com o art 40, § 4º, da
Constituição da República de 1988,  com
efeitos na data da sua publicação, com a(s) seguinte(s) vantagem(s):
Adicional por Tempo de Serviço, no percentual de 25% (vinte e
cinco por cento), de acordo com o artigo 112, parágrafo único, da Lei Complementar
nº 270, de 13 de fevereiro de 2004  Lei Orgânica e Estatuto da Polícia Civil
do Estado do Rio Grande do Norte.
PUBLIQUE-SE.
NEREU BATISTA LINHARES
Presidente do IPERN
 
 
 
RESOLUÇÃO
ADMINISTRATIVA Nº 1406, DE 02 DE OUTUBRO DE 2019.
Concede aposentadoria
voluntária por tempo de contribuição.
O PRESIDENTE DO INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO
DO RIO GRANDE DO NORTE - IPERN, no uso da atribuição que lhe é conferida pelo artigo 95, inciso
IV, da Lei Complementar Estadual n° 308, de 25 de outubro de 2005, com redação
da Lei Complementar Estadual n° 547, de 18 de agosto de 2015, e tendo em vista
o que consta do Processo nº 03810033.004882/2019-40 - SEEC,
RESOLVE conceder aposentadoria voluntária por tempo de contribuição, com
proventos integrais, a DAMIANA LUZIA DA SILVA ARAUJO, no cargo de AUXILIAR
DE INFRAESTRUTURA (GNO), NG I, NR 11, matrícula nº 70.370-2/1,
40 (quarenta) horas semanais, do Quadro Geral de Pessoal do Estado -
Secretaria de Estado da Educação, da Cultura, do Esporte e do Lazer - SEEC, nos
termos do artigo 3º, incisos I, II e III, parágrafo único da Emenda
Constitucional nº 47/2005, combinado com artigo 88, incisos I, II, III e
parágrafo único da Lei Complementar Estadual 308/2005, com efeitos na data da
sua publicação, com a(s) seguinte(s) vantagem(s):
Adicional por Tempo de Serviço, no percentual de 35% (trinta e
cinco por cento), de acordo com o artigo 29 § 4º, inciso I, da Constituição
Estadual combinado com o artigo 75, parágrafo único, da Lei Complementar
122/94.
PUBLIQUE-SE.
NEREU BATISTA
LINHARES
Presidente do IPERN
 
 

RESOLUÇÃO ADMINISTRATIVA Nº 1407, DE 02 DE OUTUBRO DE 2019.
Concede aposentadoria
voluntária por tempo de contribuição.
O PRESIDENTE DO INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO
DO RIO GRANDE DO NORTE - IPERN, no uso da atribuição que lhe é conferida pelo artigo nº 95,
inciso IV, da Lei Complementar Estadual nº 308, de 25 de outubro de 2005, com
redação da Lei Complementar Estadual nº 547, de 18 de agosto de 2015 e tendo em
vista o que consta do Processo nº 03810033.004866/2019-57 - SEEC,
RESOLVE conceder aposentadoria voluntária por tempo de contribuição, com
proventos integrais, a PEDRO PAZ BEZERRA, no cargo de AUXILIAR DE
